country_code,country_name,ccode,year,subject_id,subject_name,subject_cmp_code,subject_parlgov_code,subject_poll_id,subject_miguel_id,subject_cses_imd,other_id,other_name,other_cmp_code,other_parlgov_code,other_poll_id,other_miguel_id,other_cses_imd,other_issue_1,other_issue_10,other_issue_11,other_issue_12,other_issue_13,other_issue_14,other_issue_15,other_issue_16,other_issue_17,other_issue_18,other_issue_19,other_issue_2_1,other_issue_2_10,other_issue_2_11,other_issue_2_2,other_issue_2_3,other_issue_2_4,other_issue_2_5,other_issue_2_6,other_issue_2_7,other_issue_2_8,other_issue_2_9,other_issue_2_99,other_issue_3,other_issue_4,other_issue_5,other_issue_6,other_issue_7,other_issue_8,other_issue_9,other_issue_99,other_issue_1_pos,other_issue_1_neu,other_issue_1_neg,other_issue_1_cont,other_issue_10_neu,other_issue_10_pos,other_issue_10_neg,other_issue_10_cont,other_issue_11_neg,other_issue_11_pos,other_issue_11_neu,other_issue_12_neu,other_issue_12_pos,other_issue_12_neg,other_issue_12_cont,other_issue_13_neg,other_issue_13_pos,other_issue_13_neu,other_issue_14_neu,other_issue_14_neg,other_issue_14_pos,other_issue_14_cont,other_issue_15_pos,other_issue_15_neu,other_issue_15_neg,other_issue_15_none,other_issue_16_neu,other_issue_16_neg,other_issue_16_pos,other_issue_16_cont,other_issue_16_none,other_issue_17_pos,other_issue_17_neg,other_issue_17_neu,other_issue_17_cont,other_issue_18_neu,other_issue_18_neg,other_issue_18_pos,other_issue_19_pos,other_issue_19_neu,other_issue_19_neg,other_issue_19_none,other_issue_2_1_none,other_issue_2_1_sp_inc,other_issue_2_1_sp_neu,other_issue_2_1_sp_dec,other_issue_2_10_none,other_issue_2_10_sp_dec,other_issue_2_10_sp_con,other_issue_2_10_sp_inc,other_issue_2_10_sp_neu,other_issue_2_11_sp_neu,other_issue_2_11_none,other_issue_2_11_sp_inc,other_issue_2_11_sp_dec,other_issue_2_2_none,other_issue_2_2_sp_dec,other_issue_2_2_sp_neu,other_issue_2_2_sp_inc,other_issue_2_3_none,other_issue_2_3_sp_con,other_issue_2_3_sp_dec,other_issue_2_3_sp_inc,other_issue_2_3_sp_neu,other_issue_2_4_none,other_issue_2_4_sp_neu,other_issue_2_4_sp_inc,other_issue_2_4_sp_dec,other_issue_2_5_none,other_issue_2_5_sp_neu,other_issue_2_5_sp_dec,other_issue_2_5_sp_inc,other_issue_2_6_none,other_issue_2_6_sp_dec,other_issue_2_6_sp_neu,other_issue_2_6_sp_inc,other_issue_2_7_none,other_issue_2_7_sp_dec,other_issue_2_7_sp_neu,other_issue_2_7_sp_inc,other_issue_2_8_sp_dec,other_issue_2_8_sp_neu,other_issue_2_8_sp_inc,other_issue_2_8_none,other_issue_2_9_none,other_issue_2_9_sp_inc,other_issue_2_9_sp_dec,other_issue_2_99_none,other_issue_2_99_sp_neu,other_issue_2_99_sp_dec,other_issue_2_99_sp_inc,other_issue_3_pos,other_issue_3_neu,other_issue_3_neg,other_issue_4_pos,other_issue_4_neg,other_issue_4_neu,other_issue_4_cont,other_issue_5_neu,other_issue_5_pos,other_issue_5_neg,other_issue_6_pos,other_issue_6_neu,other_issue_6_neg,other_issue_7_neu,other_issue_7_pos,other_issue_7_neg,other_issue_8_neg,other_issue_8_neu,other_issue_8_pos,other_issue_8_cont,other_issue_9_neg,other_issue_9_neu,other_issue_9_pos,other_issue_9_cont,other_issue_99_none,other_issue_total,other_issue_val_1_phon_neu,other_issue_val_1_phon_neg,other_issue_val_1_pcom_neg,other_issue_val_1_pcom_pos,other_issue_val_1_puni_neg,other_issue_val_1_lhon_neg,other_issue_val_1_lcom_neg,other_issue_val_1_lcha_neg,other_issue_val_1_lcha_none,other_issue_val_1_other_neg,other_issue_val_1_other_pos,other_issue_val_2_phon_neg,other_issue_val_2_phon_pos,other_issue_val_2_pcom_neg,other_issue_val_2_pcom_neu,other_issue_val_2_pcom_pos,other_issue_val_2_puni_neg,other_issue_val_2_lhon_neg,other_issue_val_2_lhon_pos,other_issue_val_2_lcom_neg,other_issue_val_2_lcom_pos,other_issue_val_2_lcha_neg,other_issue_val_2_lcha_pos,other_issue_val_2_other_neg,other_issue_val_2_other_none,other_issue_val_3_phon_neg,other_issue_val_3_pcom_neg,other_issue_val_3_pcom_pos,other_issue_val_3_pcom_neu,other_issue_val_3_puni_neg,other_issue_val_3_lhon_neg,other_issue_val_3_lcom_neg,other_issue_val_3_lcha_neg,other_issue_val_3_other_neg,other_issue_val_4_phon_neg,other_issue_val_4_pcom_neg,other_issue_val_4_lhon_neg,other_issue_val_4_lcom_neg,other_issue_val_4_other_pos,other_issue_val_5_phon_neg,other_issue_val_5_pcom_neg,other_issue_val_5_pcom_pos,other_issue_val_5_puni_neg,other_issue_val_5_lhon_neg,other_issue_val_5_lhon_neu,other_issue_val_5_lcom_neg,other_issue_val_5_lcom_pos,other_issue_val_5_lcha_neg,other_issue_val_5_other_neg,other_issue_val_5_other_pos,other_issue_val_6_phon_neg,other_issue_val_6_pcom_neg,other_issue_val_6_puni_neg,other_issue_val_6_lhon_pos,other_issue_val_6_lhon_neg,other_issue_val_6_lcom_neg,other_issue_val_6_lcom_pos,other_issue_val_6_lcha_neg,other_issue_val_7_phon_neg,other_issue_val_7_pcom_neg,other_issue_val_7_pcom_pos,other_issue_val_7_puni_neg,other_issue_val_7_lhon_neg,other_issue_val_7_lcom_neg,other_issue_val_7_other_neg,other_issue_val_8_phon_neg,other_issue_val_8_pcom_pos,other_issue_val_8_pcom_neg,other_issue_val_8_pcom_neu,other_issue_val_8_puni_neg,other_issue_val_8_lhon_neg,other_issue_val_8_lcom_neg,other_issue_val_8_lcha_pos,other_issue_val_8_lcha_neg,other_issue_val_8_other_neg,other_issue_val_9_phon_neg,other_issue_val_9_pcom_neg,other_issue_val_9_puni_neg,other_issue_val_9_lhon_neg,other_issue_val_9_lhon_pos,other_issue_val_9_lcom_neg,other_issue_val_9_other_pos,other_issue_val_9_other_neg,other_issue_val_10_phon_neg,other_issue_val_10_pcom_neg,other_issue_val_10_pcom_pos,other_issue_val_10_puni_neg,other_issue_val_10_lhon_neg,other_issue_val_10_lcom_neg,other_issue_val_10_lcom_pos,other_issue_val_10_lcha_neg,other_issue_val_10_other_neg,other_issue_val_11_phon_neg,other_issue_val_11_pcom_neg,other_issue_val_11_lhon_neg,other_issue_val_11_lcom_neg,other_issue_val_11_lcom_pos,other_issue_val_11_other_neg,other_issue_val_12_phon_neg,other_issue_val_12_pcom_neg,other_issue_val_12_lhon_neg,other_issue_val_12_lcom_neg,other_issue_val_12_lcom_pos,other_issue_val_12_other_pos,other_issue_val_13_phon_neg,other_issue_val_13_phon_neu,other_issue_val_13_pcom_neg,other_issue_val_13_pcom_pos,other_issue_val_13_puni_neg,other_issue_val_13_lhon_neg,other_issue_val_13_lcom_neu,other_issue_val_13_lcom_neg,other_issue_val_13_other_neg,other_issue_val_14_phon_neg,other_issue_val_14_pcom_neg,other_issue_val_14_pcom_pos,other_issue_val_14_lhon_neg,other_issue_val_14_lcom_neg,other_issue_val_14_lcom_pos,other_issue_val_14_other_neg,other_issue_val_14_other_pos,other_issue_val_15_phon_neg,other_issue_val_15_pcom_neg,other_issue_val_15_lhon_neg,other_issue_val_15_lcom_neg,other_issue_val_15_lcom_neu,other_issue_val_15_lcha_neg,other_issue_val_16_phon_neg,other_issue_val_16_pcom_neg,other_issue_val_16_lhon_neg,other_issue_val_16_lcom_neg,other_issue_val_16_other_neg,other_issue_val_17_phon_neg,other_issue_val_17_pcom_neg,other_issue_val_17_pcom_pos,other_issue_val_17_lhon_neg,other_issue_val_17_lcom_neg,other_issue_val_17_other_neu,other_issue_val_17_other_neg,other_issue_val_18_phon_neg,other_issue_val_18_pcom_neg,other_issue_val_18_pcom_pos,other_issue_val_18_pcom_neu,other_issue_val_18_lhon_neg,other_issue_val_18_lcom_neg,other_issue_val_18_lcom_pos,other_issue_val_18_other_pos,other_issue_val_19_phon_neg,other_issue_val_19_pcom_neg,other_issue_val_19_lhon_neg,other_issue_val_19_lcom_neg,other_issue_val_19_other_neu,other_issue_val_99_phon_neg,other_issue_val_99_phon_pos,other_issue_val_99_phon_neu,other_issue_val_99_phon_none,other_issue_val_99_pcom_neg,other_issue_val_99_pcom_pos,other_issue_val_99_puni_neg,other_issue_val_99_puni_pos,other_issue_val_99_lhon_neg,other_issue_val_99_lhon_pos,other_issue_val_99_lcom_neg,other_issue_val_99_lcom_neu,other_issue_val_99_lcom_pos,other_issue_val_99_lcha_pos,other_issue_val_99_other_neg,other_issue_val_99_other_pos,other_issue_val_99_other_neu,other_issue_val_total,other_val_1_neg,other_val_1_neu,other_val_1_pos,other_val_1_none,other_val_2_neg,other_val_2_neu,other_val_2_pos,other_val_3_neg,other_val_3_neu,other_val_3_pos,other_val_4_neg,other_val_4_neu,other_val_4_pos,other_val_5_neg,other_val_5_neu,other_val_5_pos,other_val_5_none,other_val_6_neg,other_val_6_pos,other_val_7_neg,other_val_7_neu,other_val_7_pos,other_val_total,rec_other_issue_1,rec_other_issue_10,rec_other_issue_11,rec_other_issue_12,rec_other_issue_13,rec_other_issue_14,rec_other_issue_15,rec_other_issue_16,rec_other_issue_17,rec_other_issue_18,rec_other_issue_19,rec_other_issue_2_1,rec_other_issue_2_10,rec_other_issue_2_11,rec_other_issue_2_2,rec_other_issue_2_3,rec_other_issue_2_4,rec_other_issue_2_5,rec_other_issue_2_6,rec_other_issue_2_7,rec_other_issue_2_8,rec_other_issue_2_9,rec_other_issue_2_99,rec_other_issue_3,rec_other_issue_4,rec_other_issue_5,rec_other_issue_6,rec_other_issue_7,rec_other_issue_8,rec_other_issue_9,rec_other_issue_99,rec_other_issue_1_pos,rec_other_issue_1_neu,rec_other_issue_1_neg,rec_other_issue_1_cont,rec_other_issue_10_neu,rec_other_issue_10_pos,rec_other_issue_10_neg,rec_other_issue_10_cont,rec_other_issue_11_neg,rec_other_issue_11_pos,rec_other_issue_11_neu,rec_other_issue_12_neu,rec_other_issue_12_pos,rec_other_issue_12_neg,rec_other_issue_12_cont,rec_other_issue_13_neg,rec_other_issue_13_pos,rec_other_issue_13_neu,rec_other_issue_14_neu,rec_other_issue_14_neg,rec_other_issue_14_pos,rec_other_issue_14_cont,rec_other_issue_15_pos,rec_other_issue_15_neu,rec_other_issue_15_neg,rec_other_issue_15_none,rec_other_issue_16_neu,rec_other_issue_16_neg,rec_other_issue_16_pos,rec_other_issue_16_cont,rec_other_issue_16_none,rec_other_issue_17_pos,rec_other_issue_17_neg,rec_other_issue_17_neu,rec_other_issue_17_cont,rec_other_issue_18_neu,rec_other_issue_18_neg,rec_other_issue_18_pos,rec_other_issue_19_pos,rec_other_issue_19_neu,rec_other_issue_19_neg,rec_other_issue_19_none,rec_other_issue_2_1_none,rec_other_issue_2_1_sp_inc,rec_other_issue_2_1_sp_neu,rec_other_issue_2_1_sp_dec,rec_other_issue_2_10_none,rec_other_issue_2_10_sp_dec,rec_other_issue_2_10_sp_con,rec_other_issue_2_10_sp_inc,rec_other_issue_2_10_sp_neu,rec_other_issue_2_11_sp_neu,rec_other_issue_2_11_none,rec_other_issue_2_11_sp_inc,rec_other_issue_2_11_sp_dec,rec_other_issue_2_2_none,rec_other_issue_2_2_sp_dec,rec_other_issue_2_2_sp_neu,rec_other_issue_2_2_sp_inc,rec_other_issue_2_3_none,rec_other_issue_2_3_sp_con,rec_other_issue_2_3_sp_dec,rec_other_issue_2_3_sp_inc,rec_other_issue_2_3_sp_neu,rec_other_issue_2_4_none,rec_other_issue_2_4_sp_neu,rec_other_issue_2_4_sp_inc,rec_other_issue_2_4_sp_dec,rec_other_issue_2_5_none,rec_other_issue_2_5_sp_neu,rec_other_issue_2_5_sp_dec,rec_other_issue_2_5_sp_inc,rec_other_issue_2_6_none,rec_other_issue_2_6_sp_dec,rec_other_issue_2_6_sp_neu,rec_other_issue_2_6_sp_inc,rec_other_issue_2_7_none,rec_other_issue_2_7_sp_dec,rec_other_issue_2_7_sp_neu,rec_other_issue_2_7_sp_inc,rec_other_issue_2_8_sp_dec,rec_other_issue_2_8_sp_neu,rec_other_issue_2_8_sp_inc,rec_other_issue_2_8_none,rec_other_issue_2_9_none,rec_other_issue_2_9_sp_inc,rec_other_issue_2_9_sp_dec,rec_other_issue_2_99_none,rec_other_issue_2_99_sp_neu,rec_other_issue_2_99_sp_dec,rec_other_issue_2_99_sp_inc,rec_other_issue_3_pos,rec_other_issue_3_neu,rec_other_issue_3_neg,rec_other_issue_4_pos,rec_other_issue_4_neg,rec_other_issue_4_neu,rec_other_issue_4_cont,rec_other_issue_5_neu,rec_other_issue_5_pos,rec_other_issue_5_neg,rec_other_issue_6_pos,rec_other_issue_6_neu,rec_other_issue_6_neg,rec_other_issue_7_neu,rec_other_issue_7_pos,rec_other_issue_7_neg,rec_other_issue_8_neg,rec_other_issue_8_neu,rec_other_issue_8_pos,rec_other_issue_8_cont,rec_other_issue_9_neg,rec_other_issue_9_neu,rec_other_issue_9_pos,rec_other_issue_9_cont,rec_other_issue_99_none,rec_other_issue_total,rec_other_issue_val_1_phon_neu,rec_other_issue_val_1_phon_neg,rec_other_issue_val_1_pcom_neg,rec_other_issue_val_1_pcom_pos,rec_other_issue_val_1_puni_neg,rec_other_issue_val_1_lhon_neg,rec_other_issue_val_1_lcom_neg,rec_other_issue_val_1_lcha_neg,rec_other_issue_val_1_lcha_none,rec_other_issue_val_1_other_neg,rec_other_issue_val_1_other_pos,rec_other_issue_val_2_phon_neg,rec_other_issue_val_2_phon_pos,rec_other_issue_val_2_pcom_neg,rec_other_issue_val_2_pcom_neu,rec_other_issue_val_2_pcom_pos,rec_other_issue_val_2_puni_neg,rec_other_issue_val_2_lhon_neg,rec_other_issue_val_2_lhon_pos,rec_other_issue_val_2_lcom_neg,rec_other_issue_val_2_lcom_pos,rec_other_issue_val_2_lcha_neg,rec_other_issue_val_2_lcha_pos,rec_other_issue_val_2_other_neg,rec_other_issue_val_2_other_none,rec_other_issue_val_3_phon_neg,rec_other_issue_val_3_pcom_neg,rec_other_issue_val_3_pcom_pos,rec_other_issue_val_3_pcom_neu,rec_other_issue_val_3_puni_neg,rec_other_issue_val_3_lhon_neg,rec_other_issue_val_3_lcom_neg,rec_other_issue_val_3_lcha_neg,rec_other_issue_val_3_other_neg,rec_other_issue_val_4_phon_neg,rec_other_issue_val_4_pcom_neg,rec_other_issue_val_4_lhon_neg,rec_other_issue_val_4_lcom_neg,rec_other_issue_val_4_other_pos,rec_other_issue_val_5_phon_neg,rec_other_issue_val_5_pcom_neg,rec_other_issue_val_5_pcom_pos,rec_other_issue_val_5_puni_neg,rec_other_issue_val_5_lhon_neg,rec_other_issue_val_5_lhon_neu,rec_other_issue_val_5_lcom_neg,rec_other_issue_val_5_lcom_pos,rec_other_issue_val_5_lcha_neg,rec_other_issue_val_5_other_neg,rec_other_issue_val_5_other_pos,rec_other_issue_val_6_phon_neg,rec_other_issue_val_6_pcom_neg,rec_other_issue_val_6_puni_neg,rec_other_issue_val_6_lhon_pos,rec_other_issue_val_6_lhon_neg,rec_other_issue_val_6_lcom_neg,rec_other_issue_val_6_lcom_pos,rec_other_issue_val_6_lcha_neg,rec_other_issue_val_7_phon_neg,rec_other_issue_val_7_pcom_neg,rec_other_issue_val_7_pcom_pos,rec_other_issue_val_7_puni_neg,rec_other_issue_val_7_lhon_neg,rec_other_issue_val_7_lcom_neg,rec_other_issue_val_7_other_neg,rec_other_issue_val_8_phon_neg,rec_other_issue_val_8_pcom_pos,rec_other_issue_val_8_pcom_neg,rec_other_issue_val_8_pcom_neu,rec_other_issue_val_8_puni_neg,rec_other_issue_val_8_lhon_neg,rec_other_issue_val_8_lcom_neg,rec_other_issue_val_8_lcha_pos,rec_other_issue_val_8_lcha_neg,rec_other_issue_val_8_other_neg,rec_other_issue_val_9_phon_neg,rec_other_issue_val_9_pcom_neg,rec_other_issue_val_9_puni_neg,rec_other_issue_val_9_lhon_neg,rec_other_issue_val_9_lhon_pos,rec_other_issue_val_9_lcom_neg,rec_other_issue_val_9_other_pos,rec_other_issue_val_9_other_neg,rec_other_issue_val_10_phon_neg,rec_other_issue_val_10_pcom_neg,rec_other_issue_val_10_pcom_pos,rec_other_issue_val_10_puni_neg,rec_other_issue_val_10_lhon_neg,rec_other_issue_val_10_lcom_neg,rec_other_issue_val_10_lcom_pos,rec_other_issue_val_10_lcha_neg,rec_other_issue_val_10_other_neg,rec_other_issue_val_11_phon_neg,rec_other_issue_val_11_pcom_neg,rec_other_issue_val_11_lhon_neg,rec_other_issue_val_11_lcom_neg,rec_other_issue_val_11_lcom_pos,rec_other_issue_val_11_other_neg,rec_other_issue_val_12_phon_neg,rec_other_issue_val_12_pcom_neg,rec_other_issue_val_12_lhon_neg,rec_other_issue_val_12_lcom_neg,rec_other_issue_val_12_lcom_pos,rec_other_issue_val_12_other_pos,rec_other_issue_val_13_phon_neg,rec_other_issue_val_13_phon_neu,rec_other_issue_val_13_pcom_neg,rec_other_issue_val_13_pcom_pos,rec_other_issue_val_13_puni_neg,rec_other_issue_val_13_lhon_neg,rec_other_issue_val_13_lcom_neu,rec_other_issue_val_13_lcom_neg,rec_other_issue_val_13_other_neg,rec_other_issue_val_14_phon_neg,rec_other_issue_val_14_pcom_neg,rec_other_issue_val_14_pcom_pos,rec_other_issue_val_14_lhon_neg,rec_other_issue_val_14_lcom_neg,rec_other_issue_val_14_lcom_pos,rec_other_issue_val_14_other_neg,rec_other_issue_val_14_other_pos,rec_other_issue_val_15_phon_neg,rec_other_issue_val_15_pcom_neg,rec_other_issue_val_15_lhon_neg,rec_other_issue_val_15_lcom_neg,rec_other_issue_val_15_lcom_neu,rec_other_issue_val_15_lcha_neg,rec_other_issue_val_16_phon_neg,rec_other_issue_val_16_pcom_neg,rec_other_issue_val_16_lhon_neg,rec_other_issue_val_16_lcom_neg,rec_other_issue_val_16_other_neg,rec_other_issue_val_17_phon_neg,rec_other_issue_val_17_pcom_neg,rec_other_issue_val_17_pcom_pos,rec_other_issue_val_17_lhon_neg,rec_other_issue_val_17_lcom_neg,rec_other_issue_val_17_other_neu,rec_other_issue_val_17_other_neg,rec_other_issue_val_18_phon_neg,rec_other_issue_val_18_pcom_neg,rec_other_issue_val_18_pcom_pos,rec_other_issue_val_18_pcom_neu,rec_other_issue_val_18_lhon_neg,rec_other_issue_val_18_lcom_neg,rec_other_issue_val_18_lcom_pos,rec_other_issue_val_18_other_pos,rec_other_issue_val_19_phon_neg,rec_other_issue_val_19_pcom_neg,rec_other_issue_val_19_lhon_neg,rec_other_issue_val_19_lcom_neg,rec_other_issue_val_19_other_neu,rec_other_issue_val_99_phon_neg,rec_other_issue_val_99_phon_pos,rec_other_issue_val_99_phon_neu,rec_other_issue_val_99_phon_none,rec_other_issue_val_99_pcom_neg,rec_other_issue_val_99_pcom_pos,rec_other_issue_val_99_puni_neg,rec_other_issue_val_99_puni_pos,rec_other_issue_val_99_lhon_neg,rec_other_issue_val_99_lhon_pos,rec_other_issue_val_99_lcom_neg,rec_other_issue_val_99_lcom_neu,rec_other_issue_val_99_lcom_pos,rec_other_issue_val_99_lcha_pos,rec_other_issue_val_99_other_neg,rec_other_issue_val_99_other_pos,rec_other_issue_val_99_other_neu,rec_other_issue_val_total,rec_other_val_1_neg,rec_other_val_1_neu,rec_other_val_1_pos,rec_other_val_1_none,rec_other_val_2_neg,rec_other_val_2_neu,rec_other_val_2_pos,rec_other_val_3_neg,rec_other_val_3_neu,rec_other_val_3_pos,rec_other_val_4_neg,rec_other_val_4_neu,rec_other_val_4_pos,rec_other_val_5_neg,rec_other_val_5_neu,rec_other_val_5_pos,rec_other_val_5_none,rec_other_val_6_neg,rec_other_val_6_pos,rec_other_val_7_neg,rec_other_val_7_neu,rec_other_val_7_pos,rec_other_val_total
CZ,Czech Republic,82,2010,1,Czech Social Democratic Party – CSSD,82320,789,0,CSSD,2030001,1,Czech Social Democratic Party – CSSD,82320,789,0,CSSD,2030001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CZ,Czech Republic,82,2010,1,Czech Social Democratic Party – CSSD,82320,789,0,CSSD,2030001,2,Civic Democratic Party – ODS,82413,829,0,ODS,2030002,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,1,1,27,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,8,0,0,0,0,0,7,0,0,3,0,1,0,0,0,11,0,1,38
